,Lat,Long,Venue_Type,Venue_Name,Created_On_Epoch,Created_On,Quarter,Year,Month,latlong,Country,City
37,35.66191632,139.73509669999999,shopping,GCゆきざき (GC Yukizaki),1580182467,1/28/2020,Quarter 1,2020,1,"(35.66191632, 139.73509669999999)",JP,Tokyo
38,35.66895489,139.761436,shopping,GCゆきざき (GC Yukizaki),1580182719,1/28/2020,Quarter 1,2020,1,"(35.66895489, 139.761436)",JP,Tokyo
39,20.57239273,-100.3771824,sports,Yoga classes,1552252519,3/10/2019,Quarter 1,2019,3,"(20.57239273, -100.3771824)",MX,Santiago de Queretaro
40,39.81290404,32.71164715,cafe,Marry Garden,1552293671,3/11/2019,Quarter 1,2019,3,"(39.81290404, 32.71164715)",TR,Golbasi
41,9.418538333999999,-83.69161606,attraction,CoopeProgreso R.L,1552315054,3/11/2019,Quarter 1,2019,3,"(9.418538333999999, -83.69161606)",CR,San Isidro
42,47.98521829,13.81756604,food,Sportland,1564742534,8/2/2019,Quarter 3,2019,8,"(47.98521829, 13.81756604)",AT,Laakirchen
43,35.66335459,139.73295090000002,shopping,GCゆきざき Gem Castle (GC Yukizaki),1580182929,1/28/2020,Quarter 1,2020,1,"(35.66335459, 139.73295090000002)",JP,Tokyo
44,-17.79772716,-50.9236908,shopping,VIA ROSA SHOWROOM,1552088641,3/8/2019,Quarter 1,2019,3,"(-17.79772716, -50.9236908)",BR,Santa Helena de Goias
45,46.55242696,15.678370000000001,default,Rent-a-mini,1544180352,12/7/2018,Quarter 4,2018,12,"(46.55242696, 15.678370000000001)",SI,Maribor
46,46.16460335,14.57375586,default,Amanzi,1564743066,8/2/2019,Quarter 3,2019,8,"(46.16460335, 14.57375586)",SI,Menges
47,44.12320812,-70.25997162,lodging,Maine Greenyards,1552335864,3/11/2019,Quarter 1,2019,3,"(44.12320812, -70.25997162)",US,Auburn
48,-20.34985782,-40.31134844,transport,JATEC,1552338691,3/11/2019,Quarter 1,2019,3,"(-20.34985782, -40.31134844)",BR,Vila Velha
49,46.06761459,14.54188049,default,Salon pohištva YES Ljubljana,1571321047,10/17/2019,Quarter 4,2019,10,"(46.06761459, 14.54188049)",SI,Ljubljana
50,48.30471751,14.28685606,shopping,Timberland Store Linz,1564742784,8/2/2019,Quarter 3,2019,8,"(48.30471751, 14.28685606)",AT,Linz
51,35.66377299,139.7314435,shopping,GCゆきざき (GC Yukizaki),1580183013,1/28/2020,Quarter 1,2020,1,"(35.66377299, 139.7314435)",JP,Tokyo
52,51.87103615,5.956504941,default,Harry Schouten Vormgeving,1544180435,12/7/2018,Quarter 4,2018,12,"(51.87103615, 5.956504941)",NL,Berg en Dal
53,46.02184254,14.41536069,shopping,Oblačila Karin,1544180616,12/7/2018,Quarter 4,2018,12,"(46.02184254, 14.41536069)",SI,Vnanje Gorice
54,48.219619,16.38638735,lodging,Hotel Vienna,1564752530,8/2/2019,Quarter 3,2019,8,"(48.219619, 16.38638735)",AT,Vienna
55,48.21962257,16.38622105,nightlife,Kryptohotel,1564752424,8/2/2019,Quarter 3,2019,8,"(48.21962257, 16.38622105)",AT,Vienna
56,40.77969652,-73.77559662,default,Eugene Grudnikoff,1564761641,8/2/2019,Quarter 3,2019,8,"(40.77969652, -73.77559662)",US,East Atlantic Beach
57,40.68678876,-73.42430234,default,Eugene Grudnikoff,1564761963,8/2/2019,Quarter 3,2019,8,"(40.68678876, -73.42430234)",US,Amityville
58,38.61257832,-0.6921386719,default,Aceite magico de Clemont,1577558714,12/28/2019,Quarter 4,2019,12,"(38.61257832, -0.6921386719)",ES,Onil
59,45.43391029,12.33805954,default,Venice Crypto Project,1533501375,8/5/2018,Quarter 3,2018,8,"(45.43391029, 12.33805954)",IT,Venice
60,19.34006848,-98.95236075,food,Elotes y esquites Dany,1538673136,10/4/2018,Quarter 4,2018,10,"(19.34006848, -98.95236075)",MX,San Isidro
61,-33.54336196,-70.58045805,default,Web Hosting Chile,1564961440,8/4/2019,Quarter 3,2019,8,"(-33.54336196, -70.58045805)",CL,La Pintana
62,42.33659539,23.55909169,shopping,OLDESSEY shop ,1564985201,8/5/2019,Quarter 3,2019,8,"(42.33659539, 23.55909169)",BG,Samokov
63,4.822246165,-75.68213761,shopping,Tienda Mixta y Variedades Victoria,1571326063,10/17/2019,Quarter 4,2019,10,"(4.822246165, -75.68213761)",CO,Pereira
64,52.21390803,20.96121669,default,Freeje,1565004252,8/5/2019,Quarter 3,2019,8,"(52.21390803, 20.96121669)",PL,Ochota
65,13.7694137,100.5734879,default,Hashbx.io,1534846268,8/21/2018,Quarter 3,2018,8,"(13.7694137, 100.5734879)",TH,Huai Khwang
66,40.67286744,-73.93091798,shopping,Paralysisordeath Tattoos,1533525218,8/6/2018,Quarter 3,2018,8,"(40.67286744, -73.93091798)",US,Brooklyn
67,-32.91405357,-68.82182479,shopping,Renno,1565014833,8/5/2019,Quarter 3,2019,8,"(-32.91405357, -68.82182479)",AR,Godoy Cruz
68,10.60849674,-67.01026082,lodging,POSADA VILLA DEL CARMEN,1533526027,8/6/2018,Quarter 3,2018,8,"(10.60849674, -67.01026082)",VE,Catia La Mar
69,49.29287864,17.3983258,default,Gremlica.cz,1537723856,9/23/2018,Quarter 3,2018,9,"(49.29287864, 17.3983258)",CZ,Kromeriz
70,3.5323163039999996,-76.29640102,shopping,Servicios M8,1533567704,8/6/2018,Quarter 3,2018,8,"(3.5323163039999996, -76.29640102)",CO,Palmira
71,40.47976938,-3.685011864,sports,Fit-Fast,1571388426,10/18/2019,Quarter 4,2019,10,"(40.47976938, -3.685011864)",ES,Pinar de Chamartin
72,40.50487525,-3.369090557,sports,Fit-Fast,1571388541,10/18/2019,Quarter 4,2019,10,"(40.50487525, -3.369090557)",ES,Alcala de Henares
73,48.08512831,7.349606752000001,lodging,EM LIFE COLMAR,1571391714,10/18/2019,Quarter 4,2019,10,"(48.08512831, 7.349606752000001)",FR,Colmar
74,55.38596122,-119.6425295,atm,Amendt Computer,1571406113,10/18/2019,Quarter 4,2019,10,"(55.38596122, -119.6425295)",CA,Beaverlodge
75,4.147440423,-73.61774325,food,Ben - Yos,1540367945,10/24/2018,Quarter 4,2018,10,"(4.147440423, -73.61774325)",CO,Villavicencio
76,50.04337425,14.43392158,default,Harmony.cz,1534847846,8/21/2018,Quarter 3,2018,8,"(50.04337425, 14.43392158)",CZ,Hodkovicky
77,38.53725648,-0.14264523980000002,food,Pollo Expresss Gourmet,1533629529,8/7/2018,Quarter 3,2018,8,"(38.53725648, -0.14264523980000002)",ES,Benidorm
78,49.59568425,17.2501123,shopping,Marton's Work,1579299302,1/17/2020,Quarter 1,2020,1,"(49.59568425, 17.2501123)",CZ,Olomouc
79,-30.02328526,-51.19352102,food,Chopperia Maryland,1540250685,10/22/2018,Quarter 4,2018,10,"(-30.02328526, -51.19352102)",BR,Porto Alegre
80,51.00165055,5.8615869279999995,food,Jay's Streetfood,1544182273,12/7/2018,Quarter 4,2018,12,"(51.00165055, 5.8615869279999995)",NL,Sittard
81,52.37386345,4.963545798999999,atm,Doner Imperium,1544269803,12/8/2018,Quarter 4,2018,12,"(52.37386345, 4.963545798999999)",NL,Diemen
82,10.49010114,-66.87075377,default,Pajarolandia 2000 C.A,1534865223,8/21/2018,Quarter 3,2018,8,"(10.49010114, -66.87075377)",VE,Caracas
83,48.72598798,21.25724673,food,Robin Street Food,1534872736,8/21/2018,Quarter 3,2018,8,"(48.72598798, 21.25724673)",SK,Kosice
84,39.55404344,2.59648025,atm,Cafeteria - Monaco 12,1544454634,12/10/2018,Quarter 4,2018,12,"(39.55404344, 2.59648025)",ES,Palma
85,46.56025089999999,15.65006733,default,Q Vapehouse poslovalnica ena,1545227240,12/19/2018,Quarter 4,2018,12,"(46.56025089999999, 15.65006733)",SI,Maribor
86,46.05628774,14.50819731,default,Q Vapehouse poslovalnica Ena,1545231446,12/19/2018,Quarter 4,2018,12,"(46.05628774, 14.50819731)",SI,Ljubljana
87,46.21103659,6.135172248,atm,Asian Spices,1546359817,1/1/2019,Quarter 1,2019,1,"(46.21103659, 6.135172248)",CH,Geneve
88,44.40795646,26.12637341,shopping,evoMAG.ro,1536870776,9/13/2018,Quarter 3,2018,9,"(44.40795646, 26.12637341)",RO,Bucharest
89,34.69881635,135.5034238,food,びっくり焼亭梅田本店,1533700134,8/8/2018,Quarter 3,2018,8,"(34.69881635, 135.5034238)",JP,Osaka-shi
90,28.10591766,-15.42014301,default,Getmado,1533751630,8/8/2018,Quarter 3,2018,8,"(28.10591766, -15.42014301)",ES,Las Palmas de Gran Canaria
91,-31.42151294,-64.18640971,default,Estudio Arrigoni,1533755233,8/8/2018,Quarter 3,2018,8,"(-31.42151294, -64.18640971)",AR,Cordoba
92,41.34153699,-73.90395641,sports,Gear Up Sports,1580512054,1/31/2020,Quarter 1,2020,1,"(41.34153699, -73.90395641)",US,Peekskill
93,46.06041228,14.50686157,food,Žito trgovina,1582540407,2/24/2020,Quarter 1,2020,2,"(46.06041228, 14.50686157)",SI,Ljubljana
94,44.29054261,15.12107134,lodging,Apartments VIRIĆ,1582546911,2/24/2020,Quarter 1,2020,2,"(44.29054261, 15.12107134)",HR,Privlaka
95,7.850888457000001,98.35277438,atm,Royal Tour And Travel,1545673967,12/24/2018,Quarter 4,2018,12,"(7.850888457000001, 98.35277438)",TH,Ban Chalong
96,7.848550231,98.33791494,atm,Tarn Tara Spa,1545673861,12/24/2018,Quarter 4,2018,12,"(7.848550231, 98.33791494)",TH,Ban Chalong
97,-10.18549892,-75.14827609,nightlife,Bar Don Ercio,1571492644,10/19/2019,Quarter 4,2019,10,"(-10.18549892, -75.14827609)",PE,Pozuzo
98,18.78568635,98.98180604,food,Boo Bar in Old City,1579342514,1/18/2020,Quarter 1,2020,1,"(18.78568635, 98.98180604)",TH,Chiang Mai
99,46.40337459,7.777615276000001,lodging,Alpine-apartment.ch,1579361207,1/18/2020,Quarter 1,2020,1,"(46.40337459, 7.777615276000001)",CH,Raron
100,36.33025242,59.52275634,default,شرکت تبلیغات سی یاس,1540633461,10/27/2018,Quarter 4,2018,10,"(36.33025242, 59.52275634)",IR,Mashhad
101,42.6836697,23.2983005,shopping,zakucheto.com,1541698681,11/8/2018,Quarter 4,2018,11,"(42.6836697, 23.2983005)",BG,Sofia
102,4.712041262,-74.1100359,default,Colina Carnívora,1571620462,10/21/2019,Quarter 4,2019,10,"(4.712041262, -74.1100359)",CO,Cota
103,46.07477503,14.51108336,default,A1 Bežigrad,1571646150,10/21/2019,Quarter 4,2019,10,"(46.07477503, 14.51108336)",SI,Ljubljana
104,46.04968338,14.50223207,default,Chutys restavracija,1571646597,10/21/2019,Quarter 4,2019,10,"(46.04968338, 14.50223207)",SI,Ljubljana
105,46.05018227,14.50496793,default,Chutys takeaway,1571646932,10/21/2019,Quarter 4,2019,10,"(46.05018227, 14.50496793)",SI,Ljubljana
106,-33.45219354,-70.58794677,default,Web Personas,1533757904,8/8/2018,Quarter 3,2018,8,"(-33.45219354, -70.58794677)",CL,"Villa Presidente Frei, Nunoa, Santiago, Chile"
107,49.5865769,17.25855589,atm,ATM btc (Šantovka),1540820965,10/29/2018,Quarter 4,2018,10,"(49.5865769, 17.25855589)",CZ,Olomouc
108,4.150800449,-73.62293601,food,TORTAS Y POSTRES DEL LLANO,1533782411,8/9/2018,Quarter 3,2018,8,"(4.150800449, -73.62293601)",CO,Villavicencio
109,-38.95497453,-68.05087209,default,Malón Coworking,1539026169,10/8/2018,Quarter 4,2018,10,"(-38.95497453, -68.05087209)",AR,Neuquen
110,4.621169866000001,-74.13471222,atm,COMPRA VENTA DE BITCOIN Y CRIPTOMONEDAS BITKINGS,1537456208,9/20/2018,Quarter 3,2018,9,"(4.621169866000001, -74.13471222)",CO,Bogota
111,4.617501829,-74.08653975,atm,VENTA Y CMPRA DE CRIPTOMONEDAS BITCOIN Y CRYPT,1537456432,9/20/2018,Quarter 3,2018,9,"(4.617501829, -74.08653975)",CO,Bogota
112,46.06341243,14.54476118,default,Chutys BTC,1571647832,10/21/2019,Quarter 4,2019,10,"(46.06341243, 14.54476118)",SI,Ljubljana
113,46.06363576,14.54498649,default,Roma Pinsa BTC,1571648295,10/21/2019,Quarter 4,2019,10,"(46.06363576, 14.54498649)",SI,Ljubljana
114,56.30152127,38.11992466,trezor retailer,mblradio,1542132797,11/13/2018,Quarter 4,2018,11,"(56.30152127, 38.11992466)",RU,Sergiyev Posad
115,37.65980032,126.770913,default,TRC가맹점♥미소연세,1542216644,11/14/2018,Quarter 4,2018,11,"(37.65980032, 126.770913)",KR,Goyang-si
116,31.83186528,54.37652528,default,a.a javad institue,1542345354,11/16/2018,Quarter 4,2018,11,"(31.83186528, 54.37652528)",IR,Yazd
117,50.4611104,-4.820659161,default,Dylan Cotton Artworks,1542238358,11/14/2018,Quarter 4,2018,11,"(50.4611104, -4.820659161)",GB,Roche
118,37.51738078,126.89510459999998,default,연습,1542248420,11/15/2018,Quarter 4,2018,11,"(37.51738078, 126.89510459999998)",KR,Kwangmyong
119,-33.87089659,151.20612140000003,default,Independent Reserve,1542252573,11/15/2018,Quarter 4,2018,11,"(-33.87089659, 151.20612140000003)",AU,Sydney
120,50.28009470000001,8.542374372000001,default,MS HoofCare,1542292252,11/15/2018,Quarter 4,2018,11,"(50.28009470000001, 8.542374372000001)",DE,Wehrheim
121,43.6287175,3.81967485,food,Comptoir Numidien,1545562257,12/23/2018,Quarter 4,2018,12,"(43.6287175, 3.81967485)",FR,Juvignac
122,10.48331245,-66.87821031,default,Logística Transofi C.A,1537459011,9/20/2018,Quarter 3,2018,9,"(10.48331245, -66.87821031)",VE,Caracas
123,46.05021578,14.51324522,cafe,Cona 13,1571648644,10/21/2019,Quarter 4,2019,10,"(46.05021578, 14.51324522)",SI,Ljubljana
124,46.02011785,14.53624785,default,Old Truck,1571648888,10/21/2019,Quarter 4,2019,10,"(46.02011785, 14.53624785)",SI,Lavrica
125,49.22212053,18.73888314,cafe,Shisha Point,1537472539,9/20/2018,Quarter 3,2018,9,"(49.22212053, 18.73888314)",SK,Zilina
126,-31.98051468,-64.55414057,lodging,Cabañas Villa Buriasco,1534878255,8/21/2018,Quarter 3,2018,8,"(-31.98051468, -64.55414057)",AR,Villa General Belgrano
127,45.96870273,14.88171101,cafe,Furman Bar,1571649323,10/21/2019,Quarter 4,2019,10,"(45.96870273, 14.88171101)",SI,Sentvid pri Sticni
128,42.06336461,19.50737357,cafe,Bar Lira,1574094803,11/18/2019,Quarter 4,2019,11,"(42.06336461, 19.50737357)",AL,Shkoder
129,45.98395038,14.57505405,cafe,Špica Bar,1571649712,10/21/2019,Quarter 4,2019,10,"(45.98395038, 14.57505405)",SI,Skofljica
130,49.31485565,-123.07140109999999,default,"Ken Berry, MSc.",1574106691,11/18/2019,Quarter 4,2019,11,"(49.31485565, -123.07140109999999)",CA,North Vancouver
131,18.85811775,-97.0971036,cafe,Buffalo Snacks and coffee,1577129920,12/23/2019,Quarter 4,2019,12,"(18.85811775, -97.0971036)",MX,Orizaba
132,46.00533848,8.950123787,default,TopLife Concierge,1535004023,8/23/2018,Quarter 3,2018,8,"(46.00533848, 8.950123787)",CH,Lugano
133,46.04655962,14.50747311,food,EL Patron,1574156706,11/19/2019,Quarter 4,2019,11,"(46.04655962, 14.50747311)",SI,Ljubljana
134,46.1620137,14.56470072,shopping,Ohladi.se,1574157306,11/19/2019,Quarter 4,2019,11,"(46.1620137, 14.56470072)",SI,Menges
135,10.25003887,-67.6220727,default,Azukar,1537484967,9/20/2018,Quarter 3,2018,9,"(10.25003887, -67.6220727)",VE,Maracay
136,46.16577367,14.57126677,cafe,Teater bar,1574157692,11/19/2019,Quarter 4,2019,11,"(46.16577367, 14.57126677)",SI,Menges
137,46.07273938,14.486187099999999,default,KIKANI,1574157910,11/19/2019,Quarter 4,2019,11,"(46.07273938, 14.486187099999999)",SI,Ljubljana
138,46.06345337,14.54515815,food,TOP DUNAJ'C,1574158114,11/19/2019,Quarter 4,2019,11,"(46.06345337, 14.54515815)",SI,Ljubljana
139,46.05590431,14.50197458,food,TACO POLAKO,1574159262,11/19/2019,Quarter 4,2019,11,"(46.05590431, 14.50197458)",SI,Ljubljana
140,51.51521925,-0.42116045950000003,default,Frame Freezer - Wedding and Event Photographers,1533799298,8/9/2018,Quarter 3,2018,8,"(51.51521925, -0.42116045950000003)",GB,Hayes
141,46.0393136,14.47647214,shopping,"Tomas Sport, Interspar Vič",1574159643,11/19/2019,Quarter 4,2019,11,"(46.0393136, 14.47647214)",SI,Ljubljana
142,46.02173452,14.53545392,default,"Tomas Sport, Supernova Ljubljana",1574159985,11/19/2019,Quarter 4,2019,11,"(46.02173452, 14.53545392)",SI,Lavrica
143,39.40765353,-88.79090309,default,Gaddis Graphics,1534969697,8/22/2018,Quarter 3,2018,8,"(39.40765353, -88.79090309)",US,Shelbyville
144,46.01854212,14.53495502,default,"Tomas Sport Outlet, Rudnik",1574160074,11/19/2019,Quarter 4,2019,11,"(46.01854212, 14.53495502)",SI,Lavrica
145,46.13826274,14.5982337,default,ASM-INŽENIRING,1574166450,11/19/2019,Quarter 4,2019,11,"(46.13826274, 14.5982337)",SI,Domzale
146,46.13758994,14.58974183,cafe,Kavarna Flerin,1574166618,11/19/2019,Quarter 4,2019,11,"(46.13758994, 14.58974183)",SI,Domzale
147,46.13823301,14.59842145,default,Enis - gradnja,1574166743,11/19/2019,Quarter 4,2019,11,"(46.13823301, 14.59842145)",SI,Domzale
148,-34.94411429,138.6133271,atm,Lunch on 107,1533862497,8/10/2018,Quarter 3,2018,8,"(-34.94411429, 138.6133271)",AU,Unley
149,-34.94409231,138.613134,cafe,Lunch on 107,1533862508,8/10/2018,Quarter 3,2018,8,"(-34.94409231, 138.613134)",AU,Unley
150,48.16066815,16.33725464,default,Der Profi für Haus und Garten,1552381940,3/12/2019,Quarter 1,2019,3,"(48.16066815, 16.33725464)",AT,Vosendorf
151,47.96257507,15.55487573,default,Der Profi für Haus und Garten,1552382212,3/12/2019,Quarter 1,2019,3,"(47.96257507, 15.55487573)",AT,Lilienfeld
152,46.13822557,14.59787965,default,GP ASLANI,1574166887,11/19/2019,Quarter 4,2019,11,"(46.13822557, 14.59787965)",SI,Domzale
153,48.21347817,16.35140061,default,Schilddruesenpraxis Josefstadt - Thyroid Center Vienna,1552403715,3/12/2019,Quarter 1,2019,3,"(48.21347817, 16.35140061)",AT,Vienna
154,55.67595405,37.62501955,trezor retailer,Cryptonist.ru,1552475764,3/13/2019,Quarter 1,2019,3,"(55.67595405, 37.62501955)",RU,Kotlovka
155,46.09123604,11.12036884,default,Alps Blockchain srl,1552490451,3/13/2019,Quarter 1,2019,3,"(46.09123604, 11.12036884)",IT,Trento
156,29.72870526,-95.36531925,atm,Athena Bitcoin ATM,1552510146,3/13/2019,Quarter 1,2019,3,"(29.72870526, -95.36531925)",US,Houston
157,4.629048753,-74.07492578,food,Andante Ma Mon Troppo,1552568204,3/14/2019,Quarter 1,2019,3,"(4.629048753, -74.07492578)",CO,Bogota
158,46.23017336,15.26193559,default,HeadShop Celje,1552659195,3/15/2019,Quarter 1,2019,3,"(46.23017336, 15.26193559)",SI,Celje
159,46.42945703,15.88766813,default,HeadShop Ptuj,1552659613,3/15/2019,Quarter 1,2019,3,"(46.42945703, 15.88766813)",SI,Ptuj
160,46.56038737,15.65462708,default,HeadShop Partizanska,1552659009,3/15/2019,Quarter 1,2019,3,"(46.56038737, 15.65462708)",SI,Maribor
161,46.56382496,15.63131332,default,HeadShop Turnerjeva,1552659091,3/15/2019,Quarter 1,2019,3,"(46.56382496, 15.63131332)",SI,Maribor
162,43.71986551,10.39721847,cafe,Pasticceria Dolce Pisa,1552765410,3/16/2019,Quarter 1,2019,3,"(43.71986551, 10.39721847)",IT,Pisa
163,-25.28832778,-57.62363434,lodging,Habitat Hostel Asunción,1565036849,8/5/2019,Quarter 3,2019,8,"(-25.28832778, -57.62363434)",PY,Asuncion
164,-21.75706342,-41.33219719,sports,TRÍADE Studio Coreográfico,1565046361,8/5/2019,Quarter 3,2019,8,"(-21.75706342, -41.33219719)",BR,Campos
165,19.45240964,-99.21868801,shopping,Organico Mercado,1565071564,8/6/2019,Quarter 3,2019,8,"(19.45240964, -99.21868801)",MX,Miguel Hidalgo
166,48.14505722,17.11375952,atm,BITCOINMAT,1565074993,8/6/2019,Quarter 3,2019,8,"(48.14505722, 17.11375952)",SK,Bratislava
167,46.05205121,14.50460851,shopping,"Tomas Sport, Čopova Ljubljana",1574168554,11/19/2019,Quarter 4,2019,11,"(46.05205121, 14.50460851)",SI,Ljubljana
168,46.06337521,14.54521179,default,TOP DUNAJ'C - DOSTAVA,1574168826,11/19/2019,Quarter 4,2019,11,"(46.06337521, 14.54521179)",SI,Ljubljana
169,46.05215173,14.50895369,shopping,Horacij local food drink design,1574169440,11/19/2019,Quarter 4,2019,11,"(46.05215173, 14.50895369)",SI,Ljubljana
170,46.16359277,14.56955552,default,Horacij prodajalna & kavarna,1574171622,11/19/2019,Quarter 4,2019,11,"(46.16359277, 14.56955552)",SI,Menges
171,45.22789122,13.59824181,shopping,Marley Tattoo and Piercing  Studio,1552559487,3/14/2019,Quarter 1,2019,3,"(45.22789122, 13.59824181)",HR,Porec
172,50.39352717,4.28134203,food,Leroy Eric,1552684548,3/15/2019,Quarter 1,2019,3,"(50.39352717, 4.28134203)",BE,Anderlues
173,-2.87487737,-78.98593247,grocery,Glu,1533875256,8/10/2018,Quarter 3,2018,8,"(-2.87487737, -78.98593247)",EC,Cuenca
174,48.75957668,21.91609383,atm,ATM wBTCb ,1539091688,10/9/2018,Quarter 4,2018,10,"(48.75957668, 21.91609383)",SK,Michalovce
175,53.56080026,9.966729283,grocery,Ackerglück e.V.,1552854113,3/17/2019,Quarter 1,2019,3,"(53.56080026, 9.966729283)",DE,St. Pauli
